year,gennme,prodnme,state,halfyear,totalRX
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IL,1,14143
2013,Formoterol Fumarate,PERFOROMIST,IL,1,907
2013,Aclidinium Bromide,TUDORZA PRESSAIR,IL,1,20
2013,Arformoterol Tartrate,BROVANA,IL,2,974
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,IL,2,1700
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IL,2,5848
2013,Roflumilast,DALIRESP,IL,2,241
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IL,2,58
2013,Formoterol Fumarate,FORADIL AEROLIZER,IL,2,228
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IL,2,7750
2013,Formoterol Fumarate,PERFOROMIST,IL,2,426
2013,Aclidinium Bromide,TUDORZA PRESSAIR,IL,2,30
2013,Indacaterol Maleate,ARCAPTA NEOHALER,IN,1,10
2013,Arformoterol Tartrate,BROVANA,IN,1,827
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,IN,1,7100
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IN,1,758
2013,Roflumilast,DALIRESP,IN,1,628
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IN,1,10
2013,Formoterol Fumarate,FORADIL AEROLIZER,IN,1,350
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IN,1,6594
2013,Formoterol Fumarate,PERFOROMIST,IN,1,330
2013,Aclidinium Bromide,TUDORZA PRESSAIR,IN,1,349
2013,Arformoterol Tartrate,BROVANA,IN,2,1091
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,IN,2,116
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,IN,2,3597
2013,Roflumilast,DALIRESP,IN,2,772
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,IN,2,10
2013,Formoterol Fumarate,FORADIL AEROLIZER,IN,2,309
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,IN,2,8373
2013,Formoterol Fumarate,PERFOROMIST,IN,2,484
2013,Aclidinium Bromide,TUDORZA PRESSAIR,IN,2,298
2013,Arformoterol Tartrate,BROVANA,KS,1,168
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,KS,1,137
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,KS,1,20
2013,Roflumilast,DALIRESP,KS,1,25
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,KS,1,60
2013,Formoterol Fumarate,FORADIL AEROLIZER,KS,1,10
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,KS,1,740
2013,Formoterol Fumarate,PERFOROMIST,KS,1,56
2013,Arformoterol Tartrate,BROVANA,KS,2,202
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,KS,2,195
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,KS,2,824
2013,Roflumilast,DALIRESP,KS,2,196
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,KS,2,50
2013,Formoterol Fumarate,FORADIL AEROLIZER,KS,2,44
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,KS,2,1645
2013,Formoterol Fumarate,PERFOROMIST,KS,2,46
2013,Aclidinium Bromide,TUDORZA PRESSAIR,KS,2,113
2013,Indacaterol Maleate,ARCAPTA NEOHALER,KY,1,20
2013,Arformoterol Tartrate,BROVANA,KY,1,121
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,KY,1,10917
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,KY,1,1852
2013,Roflumilast,DALIRESP,KY,1,899
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,KY,1,60
2013,Formoterol Fumarate,FORADIL AEROLIZER,KY,1,40
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,KY,1,5287
2013,Formoterol Fumarate,PERFOROMIST,KY,1,20
2013,Aclidinium Bromide,TUDORZA PRESSAIR,KY,1,1733
2013,Indacaterol Maleate,ARCAPTA NEOHALER,KY,2,10
2013,Arformoterol Tartrate,BROVANA,KY,2,130
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,KY,2,60
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,KY,2,5582
2013,Roflumilast,DALIRESP,KY,2,627
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,KY,2,82
2013,Formoterol Fumarate,FORADIL AEROLIZER,KY,2,50
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,KY,2,5466
2013,Formoterol Fumarate,PERFOROMIST,KY,2,43
2013,Aclidinium Bromide,TUDORZA PRESSAIR,KY,2,3439
2013,Arformoterol Tartrate,BROVANA,LA,1,140
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,LA,1,5096
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,LA,1,391
2013,Roflumilast,DALIRESP,LA,1,946
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,LA,1,178
2013,Formoterol Fumarate,FORADIL AEROLIZER,LA,1,86
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,LA,1,4353
2013,Formoterol Fumarate,PERFOROMIST,LA,1,64
2013,Aclidinium Bromide,TUDORZA PRESSAIR,LA,1,160
2013,Arformoterol Tartrate,BROVANA,LA,2,118
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,LA,2,181
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,LA,2,2993
2013,Roflumilast,DALIRESP,LA,2,822
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,LA,2,82
2013,Formoterol Fumarate,FORADIL AEROLIZER,LA,2,79
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,LA,2,5442
2013,Formoterol Fumarate,PERFOROMIST,LA,2,69
2013,Aclidinium Bromide,TUDORZA PRESSAIR,LA,2,293
2013,Indacaterol Maleate,ARCAPTA NEOHALER,MA,1,20
2013,Arformoterol Tartrate,BROVANA,MA,1,141
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MA,1,7114
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MA,1,1070
2013,Roflumilast,DALIRESP,MA,1,294
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MA,1,248
2013,Formoterol Fumarate,FORADIL AEROLIZER,MA,1,235
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MA,1,5746
2013,Formoterol Fumarate,PERFOROMIST,MA,1,136
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MA,1,90
2013,Indacaterol Maleate,ARCAPTA NEOHALER,MA,2,30
2013,Arformoterol Tartrate,BROVANA,MA,2,161
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MA,2,150
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MA,2,6153
2013,Roflumilast,DALIRESP,MA,2,376
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MA,2,163
2013,Formoterol Fumarate,FORADIL AEROLIZER,MA,2,219
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MA,2,5623
2013,Formoterol Fumarate,PERFOROMIST,MA,2,112
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MA,2,326
2013,Arformoterol Tartrate,BROVANA,MD,1,70
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MD,1,6102
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MD,1,1260
2013,Roflumilast,DALIRESP,MD,1,120
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MD,1,358
2013,Formoterol Fumarate,FORADIL AEROLIZER,MD,1,287
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MD,1,4833
2013,Formoterol Fumarate,PERFOROMIST,MD,1,40
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MD,1,40
2013,Arformoterol Tartrate,BROVANA,MD,2,80
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MD,2,263
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MD,2,6023
2013,Roflumilast,DALIRESP,MD,2,124
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MD,2,371
2013,Formoterol Fumarate,FORADIL AEROLIZER,MD,2,267
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MD,2,5691
2013,Formoterol Fumarate,PERFOROMIST,MD,2,40
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MD,2,62
2013,Indacaterol Maleate,ARCAPTA NEOHALER,ME,1,10
2013,Arformoterol Tartrate,BROVANA,ME,1,82
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,ME,1,2987
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,ME,1,46
2013,Roflumilast,DALIRESP,ME,1,128
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,ME,1,40
2013,Formoterol Fumarate,FORADIL AEROLIZER,ME,1,113
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,ME,1,3925
2013,Formoterol Fumarate,PERFOROMIST,ME,1,57
2013,Aclidinium Bromide,TUDORZA PRESSAIR,ME,1,23
2013,Indacaterol Maleate,ARCAPTA NEOHALER,ME,2,30
2013,Arformoterol Tartrate,BROVANA,ME,2,66
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,ME,2,65
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,ME,2,87
2013,Roflumilast,DALIRESP,ME,2,137
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,ME,2,10
2013,Formoterol Fumarate,FORADIL AEROLIZER,ME,2,123
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,ME,2,3803
2013,Formoterol Fumarate,PERFOROMIST,ME,2,74
2013,Aclidinium Bromide,TUDORZA PRESSAIR,ME,2,43
2013,Indacaterol Maleate,ARCAPTA NEOHALER,MI,1,20
2013,Arformoterol Tartrate,BROVANA,MI,1,293
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MI,1,9324
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MI,1,762
2013,Roflumilast,DALIRESP,MI,1,309
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MI,1,46
2013,Formoterol Fumarate,FORADIL AEROLIZER,MI,1,310
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MI,1,5993
2013,Formoterol Fumarate,PERFOROMIST,MI,1,280
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MI,1,117
2013,Indacaterol Maleate,ARCAPTA NEOHALER,MI,2,20
2013,Arformoterol Tartrate,BROVANA,MI,2,252
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MI,2,587
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MI,2,5082
2013,Roflumilast,DALIRESP,MI,2,348
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MI,2,32
2013,Formoterol Fumarate,FORADIL AEROLIZER,MI,2,304
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MI,2,5856
2013,Formoterol Fumarate,PERFOROMIST,MI,2,138
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MI,2,178
2013,Arformoterol Tartrate,BROVANA,MN,1,581
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MN,1,3769
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MN,1,585
2013,Roflumilast,DALIRESP,MN,1,140
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MN,1,151
2013,Formoterol Fumarate,FORADIL AEROLIZER,MN,1,158
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MN,1,12676
2013,Formoterol Fumarate,PERFOROMIST,MN,1,241
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MN,1,30
2013,Arformoterol Tartrate,BROVANA,MN,2,658
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MN,2,79
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MN,2,4020
2013,Roflumilast,DALIRESP,MN,2,166
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MN,2,213
2013,Formoterol Fumarate,FORADIL AEROLIZER,MN,2,193
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MN,2,14178
2013,Formoterol Fumarate,PERFOROMIST,MN,2,325
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MN,2,59
2013,Indacaterol Maleate,ARCAPTA NEOHALER,MO,1,20
2013,Arformoterol Tartrate,BROVANA,MO,1,1315
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MO,1,10845
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MO,1,1325
2013,Roflumilast,DALIRESP,MO,1,2318
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MO,1,30
2013,Formoterol Fumarate,FORADIL AEROLIZER,MO,1,251
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MO,1,12546
2013,Formoterol Fumarate,PERFOROMIST,MO,1,1104
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MO,1,299
2013,Indacaterol Maleate,ARCAPTA NEOHALER,MO,2,20
2013,Arformoterol Tartrate,BROVANA,MO,2,1707
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MO,2,386
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MO,2,11338
2013,Roflumilast,DALIRESP,MO,2,2558
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MO,2,40
2013,Formoterol Fumarate,FORADIL AEROLIZER,MO,2,234
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MO,2,12964
2013,Formoterol Fumarate,PERFOROMIST,MO,2,917
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MO,2,469
2013,Arformoterol Tartrate,BROVANA,MS,1,50
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MS,1,1823
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MS,1,136
2013,Roflumilast,DALIRESP,MS,1,53
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MS,1,34
2013,Formoterol Fumarate,FORADIL AEROLIZER,MS,1,73
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MS,1,1297
2013,Formoterol Fumarate,PERFOROMIST,MS,1,50
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MS,1,20
2013,Arformoterol Tartrate,BROVANA,MS,2,60
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MS,2,89
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MS,2,1791
2013,Roflumilast,DALIRESP,MS,2,78
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MS,2,20
2013,Formoterol Fumarate,FORADIL AEROLIZER,MS,2,89
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MS,2,1841
2013,Formoterol Fumarate,PERFOROMIST,MS,2,30
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MS,2,30
2013,Indacaterol Maleate,ARCAPTA NEOHALER,MT,1,20
2013,Arformoterol Tartrate,BROVANA,MT,1,138
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MT,1,783
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MT,1,140
2013,Roflumilast,DALIRESP,MT,1,33
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MT,1,40
2013,Formoterol Fumarate,FORADIL AEROLIZER,MT,1,30
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MT,1,1767
2013,Formoterol Fumarate,PERFOROMIST,MT,1,30
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MT,1,20
2013,Indacaterol Maleate,ARCAPTA NEOHALER,MT,2,20
2013,Arformoterol Tartrate,BROVANA,MT,2,199
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,MT,2,36
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MT,2,869
2013,Roflumilast,DALIRESP,MT,2,43
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MT,2,34
2013,Formoterol Fumarate,FORADIL AEROLIZER,MT,2,22
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MT,2,1735
2013,Formoterol Fumarate,PERFOROMIST,MT,2,113
2013,Aclidinium Bromide,TUDORZA PRESSAIR,MT,2,20
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NC,1,20
2013,Arformoterol Tartrate,BROVANA,NC,1,366
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NC,1,9063
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NC,1,1505
2013,Roflumilast,DALIRESP,NC,1,1099
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NC,1,454
2013,Formoterol Fumarate,FORADIL AEROLIZER,NC,1,248
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NC,1,6062
2013,Formoterol Fumarate,PERFOROMIST,NC,1,279
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NC,1,86
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NC,2,10
2013,Arformoterol Tartrate,BROVANA,NC,2,270
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NC,2,270
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NC,2,8849
2013,Roflumilast,DALIRESP,NC,2,1195
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NC,2,34
2013,Formoterol Fumarate,FORADIL AEROLIZER,NC,2,190
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NC,2,5339
2013,Formoterol Fumarate,PERFOROMIST,NC,2,196
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NC,2,219
2013,Arformoterol Tartrate,BROVANA,NE,1,201
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NE,1,999
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NE,1,180
2013,Roflumilast,DALIRESP,NE,1,95
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NE,1,218
2013,Formoterol Fumarate,FORADIL AEROLIZER,NE,1,42
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NE,1,2080
2013,Formoterol Fumarate,PERFOROMIST,NE,1,35
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NE,1,20
2013,Arformoterol Tartrate,BROVANA,NE,2,259
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NE,2,76
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NE,2,1049
2013,Roflumilast,DALIRESP,NE,2,118
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NE,2,126
2013,Formoterol Fumarate,FORADIL AEROLIZER,NE,2,40
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NE,2,1919
2013,Formoterol Fumarate,PERFOROMIST,NE,2,30
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NE,2,44
2013,Arformoterol Tartrate,BROVANA,NH,1,63
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NH,1,1265
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NH,1,189
2013,Roflumilast,DALIRESP,NH,1,24
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NH,1,52
2013,Formoterol Fumarate,FORADIL AEROLIZER,NH,1,40
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NH,1,1971
2013,Formoterol Fumarate,PERFOROMIST,NH,1,12
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NH,1,20
2013,Arformoterol Tartrate,BROVANA,NH,2,99
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NH,2,54
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NH,2,1141
2013,Roflumilast,DALIRESP,NH,2,44
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NH,2,44
2013,Formoterol Fumarate,FORADIL AEROLIZER,NH,2,30
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NH,2,1949
2013,Formoterol Fumarate,PERFOROMIST,NH,2,30
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NH,2,30
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NJ,1,30
2013,Arformoterol Tartrate,BROVANA,NJ,1,303
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NJ,1,4771
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NJ,1,453
2013,Roflumilast,DALIRESP,NJ,1,668
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NJ,1,75
2013,Formoterol Fumarate,FORADIL AEROLIZER,NJ,1,224
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NJ,1,5692
2013,Formoterol Fumarate,PERFOROMIST,NJ,1,209
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NJ,1,293
2013,Arformoterol Tartrate,BROVANA,NJ,2,221
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NJ,2,702
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NJ,2,2614
2013,Roflumilast,DALIRESP,NJ,2,415
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NJ,2,213
2013,Formoterol Fumarate,FORADIL AEROLIZER,NJ,2,171
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NJ,2,5842
2013,Formoterol Fumarate,PERFOROMIST,NJ,2,187
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NJ,2,458
2013,Arformoterol Tartrate,BROVANA,NM,1,20
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NM,1,1685
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NM,1,85
2013,Roflumilast,DALIRESP,NM,1,40
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NM,1,104
2013,Formoterol Fumarate,FORADIL AEROLIZER,NM,1,85
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NM,1,1894
2013,Formoterol Fumarate,PERFOROMIST,NM,1,20
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NM,1,30
2013,Arformoterol Tartrate,BROVANA,NM,2,20
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NM,2,66
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NM,2,806
2013,Roflumilast,DALIRESP,NM,2,38
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NM,2,43
2013,Formoterol Fumarate,FORADIL AEROLIZER,NM,2,71
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NM,2,1526
2013,Formoterol Fumarate,PERFOROMIST,NM,2,20
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NM,2,35
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NV,1,20
2013,Arformoterol Tartrate,BROVANA,NV,1,80
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NV,1,1513
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NV,1,67
2013,Roflumilast,DALIRESP,NV,1,412
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NV,1,343
2013,Formoterol Fumarate,FORADIL AEROLIZER,NV,1,52
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NV,1,1601
2013,Formoterol Fumarate,PERFOROMIST,NV,1,35
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NV,1,80
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NV,2,20
2013,Arformoterol Tartrate,BROVANA,NV,2,67
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NV,2,97
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NV,2,441
2013,Roflumilast,DALIRESP,NV,2,322
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NV,2,221
2013,Formoterol Fumarate,FORADIL AEROLIZER,NV,2,55
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NV,2,1809
2013,Formoterol Fumarate,PERFOROMIST,NV,2,50
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NV,2,133
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NY,1,30
2013,Arformoterol Tartrate,BROVANA,NY,1,1108
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NY,1,20985
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NY,1,5179
2013,Roflumilast,DALIRESP,NY,1,1908
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NY,1,103
2013,Formoterol Fumarate,FORADIL AEROLIZER,NY,1,1403
2013,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NY,1,18092
2013,Formoterol Fumarate,PERFOROMIST,NY,1,1043
2013,Aclidinium Bromide,TUDORZA PRESSAIR,NY,1,576
2013,Indacaterol Maleate,ARCAPTA NEOHALER,NY,2,53
2013,Arformoterol Tartrate,BROVANA,NY,2,1187
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NY,2,2322
2013,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NY,2,21517
2013,Roflumilast,DALIRESP,NY,2,1773
2013,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NY,2,37
2013,Formoterol Fumarate,FORADIL AEROLIZER,NY,2,1451
